49.948	-0.6999022
49.969	-0.7155425
49.990	-0.8523949
50.11	-0.742913
50.32	-0.7155425
50.53	-0.6764418
50.74	-0.6959922
50.95	-0.7194526
50.116	-0.7155425
50.137	-0.7116324
50.158	-0.7038123
50.179	-0.7702835
50.200	-0.6803519
50.221	-0.7077224
50.242	-0.7116324
50.263	-0.7390029
50.284	-0.7741935
50.305	-0.6920821
50.326	-0.7937439
50.347	-0.7820137
50.368	-0.7741935
50.389	-0.7663734
50.410	-0.6373411
50.431	-0.6529814
50.452	-0.6451613
50.473	-0.4692082
50.494	-0.340176
50.515	-0.3479961
50.536	-0.3245357
50.557	-0.340176
50.578	-0.3636364
50.600	-0.3284457
50.621	-0.516129
50.642	-0.6529814
50.663	-0.7937439
50.684	-0.9853373
50.705	-1.098729
50.726	-1.356794
50.747	-1.501466
50.768	-1.69697
50.789	-1.841642
50.810	-1.931574
50.831	-1.962854
50.852	-1.970675
50.873	-1.888563
50.894	-1.677419
50.915	-1.325513
50.936	-0.9970675
50.957	-0.6686217
50.978	-0.3910068
50.999	-0.1564027
51.20	0.1876833
51.41	0.5356794
51.62	0.7546432
51.83	0.7781036
51.104	0.7272727
51.125	0.629521
51.146	0.57087
51.167	0.4379277
51.188	0.113392
51.209	-0.1837732
51.230	-0.4457478
51.251	-0.7350929
51.272	-1.11828
51.293	-1.380254
51.314	-1.575758
51.335	-1.806452
51.356	-1.915933
51.377	-1.943304
51.398	-1.947214
51.419	-1.994135
51.440	-1.982405
51.461	-1.943304
51.482	-1.923754
51.504	-1.865103
51.525	-1.767351
51.546	-1.583578
51.567	-1.294233
51.588	-0.9188661
51.609	-0.4965787
51.630	-0.1251222
51.651	0.1955034
51.672	0.4418377
51.693	0.5591398
51.714	0.7077224
51.735	0.8250244
51.756	0.8250244
51.777	0.8093842
51.798	0.8132942
51.819	0.8250244
51.840	0.7507331
51.861	0.4340176
51.882	0.1016618
51.903	-0.3910068
51.924	-0.9814272
51.945	-1.438905
51.966	-1.814272
51.987	-1.829912
52.8	-1.869013
52.29	-1.751711
52.50	-1.73607
52.71	-1.70088
52.92	-1.69306
52.113	-1.69697
52.134	-1.68915
52.155	-1.743891
52.176	-1.72825
52.197	-1.591398
52.218	-1.411535
52.239	-1.176931
52.260	-0.8758553
52.281	-0.512219
52.302	-0.1524927
52.324	0.1798632
52.345	0.4692082
52.366	0.5982405
52.387	0.6999022
52.408	0.8093842
52.429	0.7859238
52.450	0.7468231
52.471	0.6764418
52.492	0.6099707
52.513	0.4887586
52.534	0.340176
52.555	0.1251222
52.576	-0.2072336
52.597	-0.5826002
52.618	-1.13783
52.639	-1.356794
52.660	-1.622678
52.681	-1.69697
52.702	-1.845552
52.723	-1.915933
52.744	-1.927664
52.765	-1.935484
52.786	-1.908113
52.807	-1.845552
52.828	-1.818182
52.849	-1.70088
52.870	-1.470186
52.891	-1.235582
52.913	-0.9345064
52.934	-0.6021506
52.955	-0.3010753
52.976	-0.01564027
52.997	0.1759531
53.18	0.3010753
53.39	0.3558162
53.60	0.4340176
53.81	0.5395895
53.102	0.6490713
53.123	0.6999022
53.144	0.7350929
53.165	0.7272727
53.186	0.7194526
53.207	0.6686217
53.228	0.5434995
53.249	0.3284457
53.270	-0.02737048
